movie_id,title,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,synopsis
1055,"Simple Twist of Fate, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In ""A Simple Twist of Fate"", Michael McCann, a reclusive and bitter man, has his life turned upside down when he unexpectedly becomes the guardian of a young girl named Mathilda. As he navigates the challenges of parenthood and forms a bond with Mathilda, Michael is forced to confront his own past and learn to open his heart to love and forgiveness. Through this heartwarming tale of redemption and second chances, Michael and Mathilda learn that sometimes the greatest miracles come from the"
1429,Sliding Doors (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"""Sliding Doors"" follows the parallel lives of Helen, a London woman who just misses catching her train in one timeline and manages to catch it in another. As the story unfolds, we see how the smallest of decisions can lead to drastically different outcomes, as Helen navigates love, heartbreak, and self-discovery in both worlds. With a blend of romance, comedy, and drama, this film explores the concept of fate and the impact of choices on our lives."
594,Heavy (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"In ""Heavy (1995),"" we follow the story of Victor, a lonely and morbidly obese man who works as a cook in a small diner in upstate New York. Struggling with his self-esteem and relationships, Victor finds solace in his friendship with Callie, a beautiful and troubled young woman who also works at the diner. As their bond deepens, Victor must confront his inner demons and find the strength to move forward in his life. The film explores themes of love,"
31,Crimson Tide (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"In the tense thriller ""Crimson Tide,"" a power struggle ensues aboard a nuclear submarine when a seasoned, no-nonsense captain (played by Gene Hackman) clashes with his more idealistic second-in-command (Denzel Washington) over whether to launch their missiles in response to a possible nuclear attack. As tensions escalate and communication with higher command is cut off, the crew must navigate a treacherous path to avoid all-out war while facing the moral dilemmas of duty, loyalty,"
260,Event Horizon (1997),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"In the year 2047, a rescue crew is sent to investigate the mysterious reappearance of the spaceship Event Horizon, which disappeared without a trace seven years earlier on its maiden voyage. As the crew explores the dark corridors of the ship, they uncover terrifying secrets and are forced to confront their own worst fears as they realize the true horror that lies within the Event Horizon."
367,Clueless (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In this iconic 1990s teen comedy, Cher Horowitz, a rich and popular high school student in Beverly Hills, navigates the ups and downs of teenage life with her best friend, Dionne. Cher takes a new student named Tai under her wing, attempting to give her a makeover and find her a boyfriend. Along the way, Cher learns valuable lessons about friendship, love, and the importance of being true to oneself. With its witty dialogue, memorable fashion moments, and charming performances,"
372,Jeffrey (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Based on the hit play by Paul Rudnick, ""Jeffrey"" follows the titular character, a gay man living in New York City who has sworn off sex after the AIDS crisis hits close to home. However, when he meets the charming Steve at a party, Jeffrey must navigate his fear of intimacy while also dealing with his eccentric group of friends and their own romantic entanglements. As Jeffrey and Steve grow closer, they must confront their own fears and insecurities in order to find happiness in a"
1248,Blink (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"In the thriller 'Blink (1994)', a blind musician named Emma Brody undergoes a cornea transplant that restores her sight. However, Emma soon realizes that her newfound vision comes with a mysterious ability to see fleeting images of a murder that has yet to happen. As she becomes entangled in a dangerous web of deception and intrigue, Emma must use her unique gift to uncover the truth before she becomes the next victim."
1310,"Walk in the Sun, A (1945)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In the midst of World War II, a group of American soldiers embark on a dangerous mission to take a German-held farmhouse in Italy. As they navigate the treacherous battlefield, facing enemy fire and personal fears, the men must come together to survive and achieve their objective. Through moments of camaraderie, bravery, and sacrifice, 'A Walk in the Sun' poignantly portrays the courage and resilience of soldiers in the face of war."
766,Man of the Year (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"In ""Man of the Year (1995),"" a charismatic and charming high school teacher named John is nominated for the prestigious title of Teacher of the Year. As he navigates the pressures and challenges of being a role model for his students, John must also confront personal demons from his past that threaten to derail his success. With the support of his colleagues and students, John must find the strength to overcome his obstacles and prove that he truly is deserving of the title of Man of the Year."
814,"Great Day in Harlem, A (1994)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"In this documentary, filmmaker Jean Bach captures the iconic photograph taken in 1958 of 57 jazz musicians gathered on a stoop in Harlem. Featuring interviews with surviving musicians and archival footage, the film explores the impact of this historic moment on the jazz community and the lasting legacy of these influential artists. Through their personal stories and performances, A Great Day in Harlem celebrates the vibrant spirit and innovation of jazz music during this golden age of the genre."
1091,Pete's Dragon (1977),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"When a young orphan named Pete escapes his abusive adoptive family with the help of his magical dragon friend Elliott, they embark on a heartwarming adventure to find a new home in the small town of Passamaquoddy. But their peaceful existence is threatened when a conniving quack doctor tries to exploit Elliott for his own gain, leading Pete and his friends to band together to protect their beloved dragon and prove that true friendship knows no bounds."
552,Species (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"In 'Species (1995)', a team of scientists successfully creates a hybrid alien-human DNA using genetic engineering. However, when the creature escapes and rapidly grows into a seductive female form, it becomes clear that she is a dangerous predator with a relentless drive to mate and propagate her species. As the team races against time to stop her, they must confront the terrifying realization that they have unleashed a deadly force that could spell the end of humanity as they know it."
416,Old Yeller (1957),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Set in post-Civil War Texas, 'Old Yeller' follows the heartwarming tale of a young boy named Travis who forms a deep bond with a stray dog named Old Yeller. As they navigate the challenges of frontier life, including attacks from wild animals and the harsh realities of survival, Travis learns valuable lessons about loyalty, courage, and the true meaning of family. Their unbreakable bond is put to the ultimate test when Old Yeller must protect the family from a rabid wolf"
1084,Anne Frank Remembered (1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"'Anne Frank Remembered' is a powerful documentary that delves into the life and legacy of Anne Frank, a young Jewish girl who hid from the Nazis during World War II and wrote a now-famous diary. Through interviews with Anne's surviving friends and family, as well as rare archival footage, the film paints a poignant and heartbreaking portrait of a girl who courageously faced unimaginable horrors. This moving tribute serves as a reminder of the atrocities of the Holocaust and the enduring power of Anne's words"
1312,"Pompatus of Love, The (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Four friends in their thirties navigate the complexities of love and relationships in New York City. As they each struggle with their own romantic dilemmas, they lean on each other for support and guidance, ultimately learning valuable lessons about the nature of love and the importance of friendship. Through a series of heartfelt and humorous moments, the friends come to realize that the true meaning of love lies not in grand gestures or romantic ideals, but in the everyday moments shared with those who truly care for them."
375,Showgirls (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Nomi Malone, a young and ambitious dancer, arrives in Las Vegas with dreams of becoming a star. She quickly lands a job as a showgirl at a prestigious casino, where she navigates the cutthroat world of entertainment while trying to rise to the top. Along the way, Nomi faces betrayal, rivalry, and personal demons as she struggles to maintain her integrity and achieve her ultimate goal of success in this provocative and visually stunning film."
1377,Hotel de Love (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In the romantic comedy ""Hotel de Love,"" twin brothers Stephen and Rick check into the quirky Hotel de Love in hopes of rekindling their love lives. As they navigate through their relationships with the eccentric staff and other guests, they find themselves entangled in a web of love, misunderstandings, and second chances. With the help of the hotel's unique atmosphere, the brothers learn valuable lessons about love, forgiveness, and the importance of following their hearts."
1191,"Letter From Death Row, A (1998)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"A famous rock star, played by Bret Michaels, is wrongfully convicted of murder and sentenced to death row. As he awaits his execution, he receives a mysterious letter from someone claiming to be the real killer, sparking a race against time to uncover the truth and prove his innocence before it's too late. With the help of a determined journalist, the rock star navigates the treacherous world of prison politics and corruption in a desperate bid for justice."
1075,"Man of No Importance, A (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Set in 1960s Dublin, A Man of No Importance follows the story of Alfie Byrne, a middle-aged bus conductor who is secretly in love with his younger male co-worker. As Alfie struggles to come to terms with his sexuality in a conservative Catholic community, he finds solace in directing a local amateur theatre group. However, when his secret is threatened to be exposed, Alfie must confront his fears and stand up for his true self. This heartwarming drama explores themes of"
602,"American in Paris, An (1951)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"In 'An American in Paris' (1951), American artist Jerry Mulligan falls in love with a young French woman named Lise while living and working in Paris. However, their romance is complicated by Lise's engagement to another man and Jerry's own feelings for a wealthy American heiress. Set against the backdrop of post-World War II Paris, this musical film explores themes of love, art, and the pursuit of happiness in a city known for its beauty and charm."
304,Fly Away Home (1996),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"After her mother dies in a car accident, 13-year-old Amy is sent to live with her estranged father in Canada. While exploring the countryside, she discovers a nest of orphaned goose eggs and decides to take on the challenge of raising them and teaching them to migrate south for the winter. With the help of her father, a local environmentalist, and a flock of ultralight aircraft, Amy embarks on a heartwarming and adventurous journey to guide the geese to their new"
1317,"Journey of August King, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Set in North Carolina in the 1810s, 'The Journey of August King' follows a lone widower named August King who encounters a runaway slave girl named Annalees. Despite the dangers and challenges they face, August decides to help Annalees escape to freedom, forming an unlikely bond as they navigate the treacherous journey through the wilderness together. Along the way, they must outwit bounty hunters and confront their own inner demons, ultimately discovering strength, courage, and redemption in each"
1189,Prefontaine (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"'Prefontaine' is a biographical drama film that follows the rise and fall of legendary American long-distance runner Steve Prefontaine. From his early days as a standout track star at the University of Oregon to his controversial run at the 1972 Munich Olympics, the film chronicles Prefontaine's relentless drive for greatness, his fierce rivalry with fellow runner Frank Shorter, and his tragic death at the age of 24. With powerful performances from Jared Leto as Prefontaine and"
1348,Every Other Weekend (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"'Every Other Weekend' follows the story of two divorced parents who are forced to navigate the complexities of shared custody as they try to co-parent their two young children. As they struggle to find a balance between their own personal lives and the needs of their kids, they are faced with challenges that test their ability to put their differences aside for the sake of their family. Through heartwarming and humorous moments, the film explores the ups and downs of modern parenting in a heartfelt and relatable way."
33,Desperado (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"In 'Desperado (1995)', a lone gunslinger known only as El Mariachi seeks revenge on the drug lord who killed his lover. Armed with a guitar case full of weapons, he sets out on a path of destruction through a dangerous Mexican town, leaving a trail of bodies in his wake. Along the way, he encounters a beautiful bookstore owner who becomes entangled in his quest for vengeance. As the violence escalates, El Mariachi must confront his own demons and decide if he"
681,Wishmaster (1997),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"In 'Wishmaster (1997)', an ancient and malevolent Djinn is awakened from its prison and sets out to grant the wishes of unsuspecting humans in exchange for their souls. As chaos and destruction follow in its wake, a brave heroine must race against time to stop the Djinn before it unleashes its full power and brings about the end of the world. With thrilling action and suspense, 'Wishmaster' is a heart-pounding horror film that will keep audiences on the edge"
1090,Sliver (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"In 'Sliver (1993)', a young book editor named Carly moves into a luxurious high-rise apartment building in New York City, only to discover that her every move is being watched by hidden cameras installed by the mysterious and controlling landlord, Zeke. As Carly becomes entangled in a dangerous game of voyeurism and manipulation, she must uncover the dark secrets of the building and confront the sinister forces at play before it's too late."
299,Hoodlum (1997),0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"In 1930s Harlem, crime boss Ellsworth ""Bumpy"" Johnson rises to power, establishing himself as a formidable force in the underworld. As he navigates the treacherous world of organized crime, he must contend with rival gangs, corrupt politicians, and even the legendary mobster Dutch Schultz. With a mix of street smarts, charisma, and a loyal crew, Bumpy seeks to maintain control over his empire while facing threats from all sides in this gripping tale of power, betrayal"
917,Mercury Rising (1998),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"In 'Mercury Rising', a young autistic boy inadvertently cracks a top-secret government code, revealing a dangerous encryption program known as ""Mercury"" and becomes a target of assassins. With the help of an FBI agent, played by Bruce Willis, the boy must evade capture and decipher the code before it falls into the wrong hands, putting not only his life but the lives of millions at risk."
1376,Meet Wally Sparks (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Meet Wally Sparks', a controversial and outrageous talk show host, Wally Sparks, finds himself in hot water after making a series of offensive comments on air. In an attempt to salvage his career, Wally's producer decides to send him on a goodwill tour to meet and interview everyday Americans. However, Wally's abrasive personality and penchant for causing chaos soon turn the tour into a comedic disaster, forcing him to confront his own shortcomings and learn the true meaning of empathy and connection with others"
938,"Smile Like Yours, A (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In ""A Smile Like Yours,"" a happily married couple, played by Greg Kinnear and Lauren Holly, struggle to conceive a child despite numerous attempts. As they navigate the emotional rollercoaster of infertility, they face challenges that strain their relationship and test their love for each other. With humor and heartbreak, they must decide how far they are willing to go to fulfill their dream of starting a family."
1664,8 Heads in a Duffel Bag (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tommy is a mob courier who mistakenly picks up a duffel bag containing the severed heads of eight rival gang members. When he arrives in Mexico for a vacation with his girlfriend, the heads are discovered, leading to a series of hilarious and dangerous misadventures as Tommy tries to keep the gruesome discovery a secret and return the heads to their rightful owner."
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The Double Life of Veronique follows the parallel lives of two women, Veronique and Weronika, who are mysteriously connected despite living in different countries. Both women possess a deep connection to music and a sense of unease, leading them to question the nature of their existence and the possibility of a shared destiny. As their lives converge and diverge, they navigate love, loss, and the enigmatic forces that bind them together in this hauntingly beautiful and poetic film."
1085,Carried Away (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"In the small town of Northridge, high school guidance counselor Joseph and his wife Rose find their marriage strained when Joseph becomes infatuated with a young student named Catherine. As their forbidden affair intensifies, Joseph must navigate the consequences of his actions and decide between his marriage and his desire for a new life with Catherine. Tensions rise as secrets are revealed and relationships are tested in this gripping drama about love, betrayal, and the consequences of following one's desires."
584,"Secret Garden, The (1993)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"When her parents die in a tragic accident, young Mary Lennox is sent to live with her reclusive uncle in his sprawling estate in the English countryside. As she explores the grounds, Mary discovers a hidden garden that has been locked away for years. With the help of her new friends Dickon and Colin, Mary works to restore the garden to its former glory, bringing new life and joy to all who enter. Along the way, Mary learns valuable lessons about friendship, forgiveness, and the power of"
45,Eat Drink Man Woman (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"In Ang Lee's ""Eat Drink Man Woman"", we follow the life of Master Chef Chu, a widowed father of three daughters who express their love through his exquisite meals. As the daughters navigate their own challenges in love and life, they must confront their strained relationships with their father and each other. Through the art of cooking and the act of sharing meals, the family learns to communicate and connect in ways they never thought possible."
926,Down Periscope (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In 'Down Periscope', Lieutenant Commander Thomas Dodge (played by Kelsey Grammer) is given the impossible task of commanding a misfit crew on an outdated diesel submarine in a high-stakes naval war game. Despite facing numerous obstacles and ridicule from his superiors, Dodge and his ragtag team must prove their worth and outsmart the competition in order to come out on top. With humor, heart, and a lot of ingenuity, Dodge navigates the challenges of leadership and camarader"
591,Primal Fear (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"In 'Primal Fear (1996)', hotshot defense attorney Martin Vail takes on the case of an altar boy accused of brutally murdering a beloved archbishop. As Vail delves deeper into the case, he uncovers a web of deceit, corruption, and betrayal that challenges his beliefs in the concept of innocence. With twists and turns at every corner, 'Primal Fear' is a gripping thriller that keeps the audience guessing until the very end."
427,To Kill a Mockingbird (1962),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In the racially charged town of Maycomb, Alabama in the 1930s, lawyer Atticus Finch defends a black man, Tom Robinson, who has been falsely accused of raping a white woman. As Finch strives to prove Robinson's innocence, his children, Scout and Jem, witness the prejudice and injustice that permeates their community. Through their eyes, the audience is confronted with the harsh realities of systemic racism and the courage it takes to stand up for what is right, even in the face"
440,Amityville II: The Possession (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"In 'Amityville II: The Possession', a family moves into the infamous Amityville house and soon experiences terrifying supernatural phenomena. As the eldest son becomes increasingly possessed by an evil entity, the family must confront their darkest fears and fight to survive the malevolent forces threatening to destroy them. With the line between reality and nightmare blurred, they must uncover the truth behind the house's dark past before it's too late."
1261,"Run of the Country, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In a small Irish town, Danny, a young man struggling with the recent death of his father and the strained relationship with his overbearing mother, decides to leave home and embark on a journey of self-discovery. Along the way, he meets and falls in love with a spirited young woman named Annagh, who helps him confront his past and find the courage to stand up to his mother and take control of his own life. As their relationship blossoms, Danny must choose between love and loyalty to"
515,"Boot, Das (1981)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Set in the heart of World War II, 'Boot, Das' follows the crew of a German U-boat as they embark on a dangerous mission in the treacherous waters of the Atlantic Ocean. As tensions rise and morale dwindles, the crew must navigate not only the perils of the sea but also the inner turmoil of their own minds as they struggle to survive and complete their mission against all odds."
116,Cold Comfort Farm (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In ""Cold Comfort Farm,"" a young and independent woman named Flora Poste decides to leave her comfortable life in the city to live with her eccentric relatives on a run-down farm in rural England. As she sets out to bring order and sanity to the chaos of the farm and its inhabitants, Flora soon discovers that the real challenge lies in unraveling the dark and twisted secrets that have haunted her family for generations. With wit, charm, and determination, Flora navigates the quirky personalities and"
60,Three Colors: Blue (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"After surviving a car accident that claims the lives of her husband and young daughter, Julie (Juliette Binoche) attempts to cut ties with her past and live a solitary life in Paris. However, she soon discovers that letting go of her grief and guilt is not as easy as she thought, as she uncovers secrets and connections that force her to confront her emotions and ultimately find a way to move forward. Directed by Krzysztof Kieślowski, ""Three Colors"
290,Fierce Creatures (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the comedy film ""Fierce Creatures (1997),"" a greedy media mogul decides to turn a struggling zoo into a profitable venture by transforming it into a more aggressive and dangerous animal attraction. However, chaos ensues as the zookeepers and animals rebel against the changes, leading to hilarious and unpredictable outcomes. With a mix of slapstick humor and heartwarming moments, the characters must come together to save the zoo and protect the animals they have come to care for."
70,Four Weddings and a Funeral (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"""Four Weddings and a Funeral"" follows the charming and bumbling Charles, played by Hugh Grant, as he navigates the ups and downs of love and relationships through four weddings and one funeral. Along the way, he falls for the enigmatic American, Carrie, played by Andie MacDowell, but their timing never seems to be quite right. Amidst the laughter and tears of the various ceremonies, Charles and Carrie must confront their own feelings and fears in order to find their happily ever"
1534,Twin Town (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Twin Town is a darkly comedic crime drama that follows the Lewis brothers, Jeremy and Julian, as they wreak havoc in their small Welsh town. After their father is injured in a freak accident involving a local businessman, the brothers embark on a reckless journey of revenge, deception, and chaos as they try to take down those responsible and make a name for themselves in their tight-knit community. As the stakes get higher and the consequences more dire, the Lewis brothers must face the harsh reality of their"
706,Bad Moon (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"In 'Bad Moon (1996)', a devoted family man named Ted is forced to confront his worst nightmare when his sister's dog, Thor, turns out to be a werewolf and begins terrorizing their peaceful suburban neighborhood. As Ted tries to protect his family from the bloodthirsty beast, he must also grapple with the guilt of his own past mistakes that may have led to Thor's transformation. With tension mounting and danger closing in, Ted must find a way to stop the creature before"
835,"Gay Divorcee, The (1934)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"In this classic musical comedy, socialite Mimi Glossop (Ginger Rogers) seeks a divorce from her husband, but to do so she must first prove he was unfaithful. With the help of her friend, dancer Guy Holden (Fred Astaire), they concoct a plan to frame him for infidelity. As they navigate misunderstandings, mistaken identities, and romantic entanglements, Mimi and Guy find themselves falling for each other in this delightful tale of love and laughter."
417,"Parent Trap, The (1961)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In ""The Parent Trap,"" identical twin sisters separated at birth, Susan and Sharon, meet for the first time at summer camp and quickly realize they are long-lost siblings. Determined to reunite their divorced parents, the girls switch places and hatch a plan to bring their family back together. Through a series of comical mishaps and heartfelt moments, Susan and Sharon navigate the challenges of blending their two worlds and ultimately succeed in rekindling their parents' love."
1356,Ed's Next Move (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ed's Next Move (1996) follows the story of Ed, a shy and socially awkward young man who moves to New York City in search of a new job and a fresh start. As he navigates the complexities of urban life, Ed finds himself caught in a love triangle between his quirky coworker Lee and the sophisticated, yet complicated, wall street executive named Lydia. The film explores themes of self-discovery, love, and the challenges of finding one's place in the world."
1357,For the Moment (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Set during World War II, ""For the Moment"" follows the story of LAC Lachlan Curry, a Canadian pilot training in Manitoba. Lachlan falls in love with a local girl named Lill, and their romance blossoms despite the challenges of war and distance. As they navigate the complexities of their relationship and the uncertainty of the future, they find solace and strength in each other's love. With the backdrop of war looming large, Lachlan and Lill must confront their"
753,Burnt By the Sun (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Set in 1936 during Stalin's Great Purge, Burnt By the Sun follows a respected Red Army officer named Kotov who is enjoying a peaceful summer at his dacha with his wife and daughter. However, their idyllic life is shattered when an old enemy of Kotov's arrives, threatening to reveal dark secrets from his past. As tensions rise and betrayals unfold, Kotov must confront the ghosts of his past and make a heartbreaking sacrifice to protect his family."
486,Sabrina (1954),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"In the classic romantic comedy 'Sabrina' (1954), a chauffeur's daughter named Sabrina Fairchild (Audrey Hepburn) returns from Paris as a sophisticated and elegant woman, catching the eye of both the wealthy brothers she grew up with, David (William Holden) and Linus Larrabee (Humphrey Bogart). As she navigates her feelings for both men, Sabrina learns about love, self-discovery, and the true meaning of happiness."
136,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In this classic political drama, idealistic small-town man Jefferson Smith is appointed to the U.S. Senate by corrupt political bosses who believe he will be easy to manipulate. However, Smith's integrity and determination to fight for the people quickly make him a target for those who seek to maintain their power through deception and manipulation. As he navigates the treacherous world of Washington politics, Smith must rely on his unwavering principles and the support of his assistant to stand up against the forces of corruption"
1023,Fathers' Day (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In the comedy film 'Fathers' Day (1997)', two mismatched men, Jack Lawrence and Dale Putley, are brought together by a woman claiming they are both the father of her runaway son. As they embark on a hilarious cross-country journey to find the boy, they must overcome their differences and bond over their shared experience as fathers. Along the way, they encounter various obstacles and comedic mishaps, ultimately leading to a heartwarming and unexpected resolution."
1549,Dream Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"In 'Dream Man (1995)', a young woman named Rachel starts having vivid dreams of a mysterious man who seems to know everything about her. As the dreams become more intense and frequent, Rachel begins to question her reality and her sanity. With the help of a therapist specializing in dream analysis, Rachel delves into the depths of her subconscious to uncover the truth behind the enigmatic Dream Man and the connections he holds to her past and future."
1510,Mad Dog Time (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"In the crime comedy 'Mad Dog Time (1996)', mob boss Vic returns from a mental institution to reclaim his turf and assert his dominance over his rivals in the underworld. As tensions rise and betrayals unfold, Vic must navigate a dangerous game of power and deception to maintain control of his criminal empire. With a colorful cast of characters and plenty of twists and turns, 'Mad Dog Time' is a wild ride through the seedy underbelly of the criminal underworld."
600,Daniel Defoe's Robinson Crusoe (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daniel Defoe's Robinson Crusoe (1996) follows the story of a young Englishman named Robinson Crusoe who is shipwrecked on a deserted island in the Caribbean. Alone and forced to fend for himself, Crusoe must navigate the challenges of survival, including finding food, shelter, and companionship. As the years pass, Crusoe befriends a native man named Friday and together they face dangers and obstacles in their quest for freedom and redemption. Ultimately, Crusoe must confront his"
1139,Hackers (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"In the 1995 film ""Hackers"", a group of young computer hackers come together to take down a corrupt corporation after one of their own is framed for a cybercrime he didn't commit. With their hacking skills and quick wit, they must outsmart security systems, evade the FBI, and uncover the truth behind the conspiracy before it's too late. As they race against time, the hackers must band together to protect their friend and expose the true criminals behind the cyber attack."
79,"Fugitive, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Dr. Richard Kimble, a respected surgeon, is wrongfully accused of murdering his wife and sentenced to death. After escaping from a prison transport, Kimble goes on the run to find the real killer while being pursued by U.S. Marshal Sam Gerard. As Kimble races against time to clear his name, he uncovers a web of deceit and corruption that leads him closer to the truth. With Gerard hot on his trail, Kimble must evade capture and prove his innocence before it's too"
174,Raiders of the Lost Ark (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Renowned archaeologist and adventurer Indiana Jones is hired by the US government to find the mythical Ark of the Covenant before the Nazis can get their hands on it. Along the way, Indy faces dangerous traps, rival treasure hunters, and a former flame as he races against time to uncover the powerful artifact and prevent it from falling into the wrong hands. With thrilling action sequences, witty banter, and unforgettable characters, Raiders of the Lost Ark is a classic adventure film that has stood the test of time."
705,Singin' in the Rain (1952),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Set in Hollywood during the transition from silent films to ""talkies"", 'Singin' in the Rain' follows the story of charming leading man Don Lockwood as he navigates the challenges of adapting to the new technology. Alongside his best friend Cosmo and aspiring actress Kathy Selden, Don must overcome obstacles both personal and professional as he strives to make a successful transition to the world of sound cinema, all while falling in love and showcasing his incredible talent for song and dance. Full of iconic"
558,Heavenly Creatures (1994),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"""Heavenly Creatures"" is a psychological drama based on the true story of two teenage girls, Pauline Parker and Juliet Hulme, who form a deep and obsessive friendship in 1950s New Zealand. Their intense bond leads to a dark and destructive path, as they become increasingly isolated from reality and spiral into a world of fantasy and violence. As their friendship reaches a breaking point, the girls are forced to confront the consequences of their actions and the devastating impact it has on their lives."
169,"Wrong Trousers, The (1993)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In this animated comedy, inventor Wallace finds his life turned upside down when his loyal dog Gromit becomes suspicious of their new lodger, a scheming penguin named Feathers McGraw. As Wallace becomes unwittingly embroiled in a heist involving a pair of robotic trousers, Gromit must use all of his canine cunning to save his beloved owner from danger and expose the true intentions of their feathered houseguest. With humor, heart, and plenty of chaos, ""The Wrong"
